shot_id,rally_id,shot_nbr,shot_type_orig,shot_type,player_id,entry_ts,btt_before,btt_after,loc_x,loc_y,next_loc_x,next_loc_y,cst_model_id,whtb_model_id,maint_dtm,maint_app,create_dtm,create_app
S8536,R809,4,O,tzRep,P22,2022-08-02 22:05:57.935089,0.0168,0.0084,6.88,12.26,19.81,26.95,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.562523+00:00,postgres
S8537,R809,5,O,tzApp,P20,2022-08-02 22:05:59.502881,0.0084,0.0244,19.81,26.95,13.64,8.58,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.563815+00:00,postgres
S8541,R809,9,O,tzApp,P19,2022-08-02 22:06:07.980040,0.0050,0.0027,5.41,8.70,11.29,10.02,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.569356+00:00,postgres
S8543,R809,11,O,U,P20,2022-08-02 22:06:10.766544,0.0106,0.0094,15.70,14.47,3.65,10.50,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.571346+00:00,postgres
S8550,R812,4,O,tzRep,P22,2022-08-02 22:06:54.083511,0.0040,0.0054,4.83,9.38,13.20,16.23,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.579799+00:00,postgres
S8555,R813,4,O,tzRep,P22,2022-08-02 22:07:18.806130,0.0114,0.0041,4.53,8.90,13.20,16.23,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-03 03:15:49.585406+00:00,postgres
S8591,R817,16,O,SP,P25,2022-08-07 22:43:33.029333,0.3592,0.0208,8.43,8.57,16.20,7.61,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.884454+00:00,postgres
S8593,R817,18,O,U,P25,2022-08-07 22:43:34.291291,0.0341,0.0338,5.88,7.55,15.26,8.19,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.886482+00:00,postgres
S8596,R817,21,O,tzApp,P24,2022-08-07 22:43:36.129362,0.0134,0.0690,15.79,8.92,5.75,7.26,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.889772+00:00,postgres
S8597,R817,22,O,tzApp,P25,2022-08-07 22:43:36.961585,0.0690,0.0984,5.75,7.26,10.17,8.77,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.890778+00:00,postgres
S8604,R817,29,O,tzApp,P23,2022-08-07 22:43:48.125101,0.1815,0.1826,3.47,13.73,11.78,8.86,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.898088+00:00,postgres
S8605,R817,30,O,tzRep,P26,2022-08-07 22:43:49.508419,0.1826,0.1182,11.78,8.86,13.65,9.50,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.899338+00:00,postgres
S8606,R817,31,O,HB,P24,2022-08-07 22:43:50.579060,0.1182,0.0952,13.65,9.50,17.13,7.84,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.900555+00:00,postgres
S8607,R817,32,O,tzRep,P26,2022-08-07 22:43:51.538497,0.0952,0.0847,17.13,7.84,7.49,8.92,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.901649+00:00,postgres
S8609,R817,34,O,HB,P26,2022-08-07 22:43:53.192561,0.0511,0.0643,17.80,8.28,7.49,8.77,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.903724+00:00,postgres
S8627,R819,13,O,SP,P24,2022-08-07 22:45:08.040781,0.5065,0.0975,0.80,6.88,23.16,9.01,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.923230+00:00,postgres
S8628,R819,14,O,HB,P26,2022-08-07 22:45:09.011117,0.0975,0.1064,23.16,9.01,5.08,9.50,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.924229+00:00,postgres
S8629,R819,15,O,tzRep,P24,2022-08-07 22:45:10.025005,0.1064,0.1800,5.08,9.50,10.97,9.59,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.925230+00:00,postgres
S8631,R819,17,O,tzRep,P23,2022-08-07 22:45:14.219159,0.4796,0.0607,15.53,8.19,18.61,8.57,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.927360+00:00,postgres
S8632,R819,18,O,HB,P26,2022-08-07 22:45:15.011048,0.0607,0.0624,18.61,8.57,8.43,9.50,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.928446+00:00,postgres
S8640,R820,6,O,Res,P26,2022-08-07 22:45:46.216669,0.2023,0.3021,19.41,7.84,18.34,10.67,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.937294+00:00,postgres
S8684,R823,14,O,tzApp,P23,2022-08-07 22:48:27.684856,0.8449,0.4573,4.95,27.58,7.36,10.47,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.984417+00:00,postgres
S8686,R823,16,O,tzApp,P23,2022-08-07 22:48:31.868815,0.2002,0.4478,2.67,28.01,6.82,8.86,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.988267+00:00,postgres
S8688,R823,18,O,tzApp,P24,2022-08-07 22:48:36.408739,0.2831,0.4414,9.37,18.83,11.38,8.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.990495+00:00,postgres
S8689,R823,19,O,tzRep,P26,2022-08-07 22:48:39.046830,0.4414,0.1956,11.38,8.13,15.13,15.63,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.991501+00:00,postgres
S8706,R824,9,O,tzRep,P26,2022-08-07 22:49:36.774719,0.2340,0.1461,17.94,10.17,7.76,15.19,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.010062+00:00,postgres
S8707,R824,10,O,tzApp,P24,2022-08-07 22:49:37.980944,0.1461,0.0924,7.76,15.19,13.25,9.30,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.011105+00:00,postgres
S8709,R824,12,O,tzApp,P24,2022-08-07 22:49:39.926815,0.1036,0.1007,12.05,11.11,8.43,8.57,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.013112+00:00,postgres
S8711,R824,14,O,U,P24,2022-08-07 22:49:41.781029,0.0764,0.0844,14.86,9.94,13.25,9.59,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.015106+00:00,postgres
S8712,R824,15,O,tzRep,P26,2022-08-07 22:49:42.687857,0.0844,0.0786,13.25,9.59,10.17,12.86,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.016463+00:00,postgres
S8713,R824,16,O,tzApp,P24,2022-08-07 22:49:43.566642,0.0786,0.0747,10.17,12.86,19.54,9.30,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.017641+00:00,postgres
S8715,R824,18,O,tzApp,P24,2022-08-07 22:49:45.327542,0.0831,0.0878,5.48,13.15,17.67,8.86,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.019709+00:00,postgres
S8716,R824,19,O,tzRep,P26,2022-08-07 22:49:46.250995,0.0878,0.1035,17.67,8.86,14.32,12.86,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.020702+00:00,postgres
S8718,R824,21,O,tzRep,P26,2022-08-07 22:49:48.225768,0.0985,0.0752,17.13,7.11,9.77,13.00,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.022701+00:00,postgres
S8724,R824,27,O,tzApp,P26,2022-08-07 22:49:53.012798,0.0211,0.0000,12.71,11.05,12.98,7.90,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.029002+00:00,postgres
S8726,R824,29,O,tzApp,P26,2022-08-07 22:49:54.604500,0.1230,0.0446,12.18,10.32,12.05,10.82,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.031082+00:00,postgres
S8727,R824,30,O,U,P24,2022-08-07 22:49:55.318397,0.0446,0.0500,12.05,10.82,20.62,10.03,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.032295+00:00,postgres
S8728,R824,31,O,tzRep,P26,2022-08-07 22:49:56.058645,0.0500,0.0875,20.62,10.03,2.27,11.40,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.033536+00:00,postgres
S8737,R825,7,O,tzRep,P26,2022-08-07 22:50:35.116575,0.1242,0.1035,10.84,9.15,10.71,10.09,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.043016+00:00,postgres
S8739,R825,9,O,tzApp,P25,2022-08-07 22:50:37.154579,0.1115,0.4228,3.88,9.15,5.22,9.07,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.044991+00:00,postgres
S8744,R825,14,O,tzApp,P24,2022-08-07 22:50:47.133347,0.4655,0.0857,6.69,12.27,9.63,10.90,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.050519+00:00,postgres
S8751,R826,4,O,tzRep,P24,2022-08-07 22:51:05.894695,0.3496,0.4413,9.50,10.09,0.66,25.77,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.057978+00:00,postgres
S8763,R827,4,O,tzRep,P26,2022-08-07 22:51:48.740576,0.1381,0.4671,18.21,8.86,4.95,23.64,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.070603+00:00,postgres
S8765,R827,6,O,tzRep,P26,2022-08-07 22:51:53.655708,0.3412,0.0564,11.11,9.45,13.79,10.82,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.072525+00:00,postgres
S8770,R828,4,O,tzRep,P26,2022-08-07 22:52:13.580725,0.4082,0.3337,19.54,7.26,19.14,24.37,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.077801+00:00,postgres
S8776,R829,5,O,tzApp,P26,2022-08-07 22:52:43.465752,0.2238,0.0464,13.12,12.21,15.66,11.11,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.084478+00:00,postgres
S8779,R829,8,O,tzRep,P24,2022-08-07 22:52:45.558446,0.0402,0.0322,16.06,10.82,6.82,10.61,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.087418+00:00,postgres
S8780,R829,9,O,tzApp,P25,2022-08-07 22:52:46.212497,0.0322,0.0498,6.82,10.61,5.62,10.09,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.088399+00:00,postgres
S8794,R830,10,O,tzApp,P24,2022-08-07 22:53:23.951182,0.7702,0.5553,9.63,27.87,16.20,8.72,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.103408+00:00,postgres
S8797,R830,13,O,tzRep,P26,2022-08-07 22:53:31.464131,0.3700,0.3495,17.00,8.57,17.94,26.85,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.106379+00:00,postgres
S8805,R831,5,O,tzApp,P26,2022-08-07 22:54:02.364393,0.3784,0.3004,18.47,9.30,17.94,8.05,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.114576+00:00,postgres
S8816,R831,16,O,tzApp,P24,2022-08-07 22:54:27.377818,0.1749,0.3733,16.33,19.71,7.22,8.42,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.125874+00:00,postgres
S8826,R832,5,O,U,P23,2022-08-07 22:55:11.762394,0.0879,0.1003,3.61,12.27,12.31,8.72,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.136495+00:00,postgres
S8831,R833,4,O,tzRep,P26,2022-08-07 22:55:32.099776,0.1257,0.1958,13.25,8.42,6.42,25.10,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.141930+00:00,postgres
S8832,R833,5,O,tzApp,P24,2022-08-07 22:55:33.546760,0.1958,0.5254,6.42,25.10,14.59,9.15,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.142902+00:00,postgres
S8839,R833,12,O,SP,P26,2022-08-07 22:55:49.090551,0.2862,0.0717,16.06,8.42,11.78,10.96,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.149882+00:00,postgres
S8840,R833,13,O,HB,P24,2022-08-07 22:55:49.936148,0.0717,0.0796,11.78,10.96,7.49,8.42,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.150945+00:00,postgres
S8847,R835,6,O,tzRep,P25,2022-08-07 22:56:36.097878,0.2831,0.0970,10.44,8.42,7.63,16.35,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.158927+00:00,postgres
S8848,R835,7,O,tzApp,P24,2022-08-07 22:56:37.065857,0.0970,0.3751,7.63,16.35,6.55,8.72,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.159887+00:00,postgres
S8849,R835,8,O,tzRep,P25,2022-08-07 22:56:39.382636,0.3751,0.1921,6.55,8.72,2.14,24.52,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.160861+00:00,postgres
S8854,R836,4,O,tzRep,P26,2022-08-07 22:57:02.950129,0.1973,0.0974,13.65,7.70,8.43,12.71,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.166293+00:00,postgres
S8878,R838,4,O,tzRep,P26,2022-08-07 22:58:30.394329,0.2006,0.2206,13.92,7.40,18.07,19.56,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.190739+00:00,postgres
S8898,R838,24,O,tzRep,P26,2022-08-07 22:59:15.705768,0.6158,0.3338,12.18,9.45,2.40,27.58,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.211911+00:00,postgres
S8899,R838,25,O,tzApp,P23,2022-08-07 22:59:17.822260,0.3338,0.5206,2.40,27.58,9.23,8.42,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.212883+00:00,postgres
S8906,R839,4,O,Res,P26,2022-08-07 22:59:41.198045,0.1846,0.3510,14.72,7.70,12.98,15.77,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.220470+00:00,postgres
S8909,R839,7,O,tzApp,P24,2022-08-07 22:59:46.603581,0.1243,0.5160,17.94,16.21,5.62,8.42,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.223361+00:00,postgres
S8929,R840,4,O,tzRep,P24,2022-08-07 23:00:53.656494,0.1388,0.2462,8.16,11.25,19.68,24.90,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.243452+00:00,postgres
S8935,R841,5,O,tzApp,P26,2022-08-07 23:01:15.777869,0.1226,0.1036,19.68,10.76,2.80,10.96,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.250219+00:00,postgres
S8937,R841,7,O,tzApp,P26,2022-08-07 23:01:17.647698,0.0767,0.1335,18.61,9.15,15.66,8.48,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.252173+00:00,postgres
S8952,R842,5,O,tzApp,P24,2022-08-07 23:02:02.314083,0.4687,0.2065,18.74,10.82,18.87,8.28,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.266154+00:00,postgres
S8989,R844,5,O,tzApp,P26,2022-08-07 23:04:00.031537,0.0986,0.0959,14.32,8.72,13.92,11.69,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.302989+00:00,postgres
S8998,R845,4,O,tzRep,P23,2022-08-07 23:04:30.631816,0.5942,0.1113,1.20,10.67,16.60,9.30,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.311876+00:00,postgres
S9015,R847,4,O,tzRep,P25,2022-08-07 23:05:45.933992,0.1163,0.1259,20.88,9.01,7.09,14.46,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.329146+00:00,postgres
S9016,R847,5,O,tzApp,P24,2022-08-07 23:05:47.042344,0.1259,0.1032,7.09,14.46,18.74,10.76,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.330152+00:00,postgres
S9017,R847,6,O,Res,P25,2022-08-07 23:05:48.040470,0.1032,0.1428,18.74,10.76,12.85,10.38,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.331133+00:00,postgres
S9020,R847,9,O,SP,P24,2022-08-07 23:05:53.177127,0.2206,0.1149,18.47,8.48,3.07,9.01,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.334334+00:00,postgres
S9021,R847,10,O,HB,P25,2022-08-07 23:05:54.231985,0.1149,0.0689,3.07,9.01,18.74,11.84,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.335302+00:00,postgres
S9036,R849,11,O,SP,P24,2022-08-07 23:07:00.735218,0.3100,0.0827,16.73,8.92,7.36,9.74,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.351558+00:00,postgres
S9043,R850,6,O,U,P26,2022-08-07 23:08:14.308766,0.1259,0.0891,20.62,9.88,4.81,9.94,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.358858+00:00,postgres
S9054,R852,5,O,tzApp,P28,2022-08-14 20:13:37.437728,0.2727,0.5733,17.26,14.97,19.33,6.97,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.002878+00:00,postgres
S9059,R852,10,O,U,P29,2022-08-14 20:13:42.992057,0.1674,0.0897,8.10,7.36,17.65,6.71,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.008233+00:00,postgres
S9060,R852,11,O,Res,P28,2022-08-14 20:13:43.622529,0.0897,0.2444,17.65,6.71,17.13,8.26,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.009270+00:00,postgres
S9085,R857,5,O,tzApp,P16,2022-08-14 20:15:29.782550,0.3335,0.3011,3.45,18.72,17.65,6.20,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.039992+00:00,postgres
S9101,R858,8,O,U,P29,2022-08-14 20:17:02.476856,0.2056,0.3111,3.32,7.36,11.07,5.42,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.058131+00:00,postgres
S9106,R859,4,O,U,P29,2022-08-14 20:17:32.970925,0.1699,0.1001,3.45,10.46,15.84,8.26,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.063785+00:00,postgres
S9117,R860,10,O,HB,P28,2022-08-14 20:18:01.096822,0.1128,0.0521,15.71,4.52,2.68,6.32,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.076636+00:00,postgres
S9141,R862,4,O,tzRep,P27,2022-08-14 20:19:03.896458,0.6356,0.3209,2.55,5.55,2.68,14.71,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.102892+00:00,postgres
S9142,R862,5,O,tzApp,P16,2022-08-14 20:19:05.219979,0.3209,0.3139,2.68,14.71,14.55,5.55,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.103950+00:00,postgres
S9143,R862,6,O,tzRep,P28,2022-08-14 20:19:06.522528,0.3139,0.3318,14.55,5.55,7.84,10.97,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.104995+00:00,postgres
S9144,R862,7,O,tzApp,P29,2022-08-14 20:19:07.878686,0.3318,0.3197,7.84,10.97,18.29,6.45,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.106048+00:00,postgres
S9146,R862,9,O,Res,P29,2022-08-14 20:19:11.329709,0.5903,0.5372,19.97,7.87,12.87,4.78,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.108169+00:00,postgres
S9155,R863,4,O,tzRep,P28,2022-08-14 20:19:59.620061,0.2929,0.2859,13.90,6.45,16.87,17.94,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.118445+00:00,postgres
S9156,R863,5,O,tzApp,P29,2022-08-14 20:20:00.838845,0.2859,0.1902,16.87,17.94,4.09,7.10,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.119514+00:00,postgres
S9158,R863,7,O,tzApp,P16,2022-08-14 20:20:02.748594,0.2056,0.2007,6.42,18.46,10.81,6.58,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.121602+00:00,postgres
S9161,R863,10,O,tzRep,P28,2022-08-14 20:20:07.133102,0.6400,0.3831,15.07,1.68,3.32,12.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.124692+00:00,postgres
S9171,R864,5,O,tzApp,P29,2022-08-14 20:20:42.686714,0.2573,0.2237,15.45,16.13,10.16,5.29,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.136007+00:00,postgres
S9173,R864,7,O,tzApp,P16,2022-08-14 20:20:44.466976,0.1289,0.2955,5.64,12.52,10.42,5.16,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.138104+00:00,postgres
S9178,R864,12,O,tzRep,P28,2022-08-14 20:20:47.965174,0.0650,0.0333,12.61,5.94,14.68,8.91,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.143241+00:00,postgres
S9185,R865,5,O,tzApp,P28,2022-08-14 20:21:34.928778,0.2858,0.5704,19.84,16.13,14.81,8.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.151507+00:00,postgres
S9186,R865,6,O,tzRep,P29,2022-08-14 20:21:37.000238,0.5704,0.1878,14.81,8.13,14.94,15.88,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.152583+00:00,postgres
S9187,R865,7,O,tzApp,P28,2022-08-14 20:21:37.924855,0.1878,0.3774,14.94,15.88,13.65,8.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.153608+00:00,postgres
S9191,R865,11,O,SP,P27,2022-08-14 20:21:44.016963,0.5626,0.1870,-4.30,7.36,19.97,8.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.157686+00:00,postgres
S9192,R865,12,O,U,P29,2022-08-14 20:21:44.939298,0.1870,0.2709,19.97,8.13,7.58,7.74,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.158716+00:00,postgres
S9202,R867,5,O,tzApp,P28,2022-08-14 20:22:27.716479,0.1798,0.2440,5.39,16.39,6.93,8.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.170012+00:00,postgres
S9204,R867,7,O,tzApp,P28,2022-08-14 20:22:29.625901,0.1516,0.2706,7.32,15.10,3.32,7.62,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.172118+00:00,postgres
S9205,R867,8,O,tzRep,P16,2022-08-14 20:22:30.798710,0.2706,0.2515,3.32,7.62,5.13,16.39,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.173179+00:00,postgres
S9215,R869,5,O,tzApp,P28,2022-08-14 20:23:15.104478,0.2399,0.2721,14.03,15.10,10.16,7.62,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.184668+00:00,postgres
S9221,R869,11,O,U,P28,2022-08-14 20:23:22.884823,0.1986,0.1954,5.90,6.20,4.87,8.39,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.190860+00:00,postgres
S9239,R871,6,O,tzRep,P28,2022-08-14 20:24:08.779758,0.0972,0.1010,11.71,6.97,6.93,9.55,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.210894+00:00,postgres
S9251,R873,8,O,SP,P16,2022-08-14 20:24:51.300020,0.2697,0.1465,6.68,9.42,3.45,7.10,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.224403+00:00,postgres
S9263,R877,4,O,tzRep,P28,2022-08-14 20:26:08.602382,0.3293,0.1981,16.87,5.68,11.97,16.78,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.238296+00:00,postgres
S9285,R879,7,O,SP,P28,2022-08-14 20:27:18.019866,0.4968,0.1389,11.84,7.74,11.71,9.55,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.261926+00:00,postgres
S9286,R879,8,O,HB,P29,2022-08-14 20:27:18.797835,0.1389,0.1154,11.71,9.55,6.68,8.91,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.262934+00:00,postgres
S9298,R880,10,O,SP,P29,2022-08-14 20:27:55.552505,0.2912,0.1153,16.87,7.36,7.97,8.26,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.275980+00:00,postgres
S9306,R881,7,O,tzApp,P29,2022-08-14 20:28:18.461079,0.4668,0.2160,21.65,11.62,6.68,5.68,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-15 00:54:03.284479+00:00,postgres
