rally_id,match_id,game_id,rally_nbr,srv_team_id,srv_player_id,rtrn_team_id,rtrn_player_id,ts_player_id,ts_type,w_team_id,to_ind,to_team_id,rally_len,srv_switch_ind,rtrn_switch_ind,srv_team_flipped_ind,rtrn_team_flipped_ind,ending_type,ending_player_id,lob_cnt,dink_cnt,maint_dtm,maint_app,create_dtm,create_app
R2577,M30,G55,18,T45,P69,T44,P67,P69,Drop,T44,N,N/A,11.0,N,N,N,N,Other,N/A,0,2,2022-11-15 04:10:09.294259+00:00,aspancake,2022-11-15 04:10:09.294259+00:00,aspancake
R2578,M30,G55,19,T45,P70,T44,P68,P69,Drop,T44,N,N/A,7.0,N,N,N,N,Other,N/A,0,1,2022-11-15 04:10:09.641629+00:00,aspancake,2022-11-15 04:10:09.641629+00:00,aspancake
R2581,M30,G55,22,T44,P68,T45,P69,P67,Drive,T44,N,N/A,12.0,Y,N,Y,N,Other,N/A,0,1,2022-11-15 04:10:10.446249+00:00,aspancake,2022-11-15 04:10:10.446249+00:00,aspancake
R2584,M30,G55,25,T45,P70,T44,P68,P69,Drop,T45,N,N/A,18.0,N,N,N,N,Other,N/A,0,1,2022-11-15 04:10:11.534244+00:00,aspancake,2022-11-15 04:10:11.534244+00:00,aspancake
R2585,M30,G55,26,T45,P70,T44,P67,P69,Drop,T45,N,N/A,8.0,Y,N,Y,N,Other,N/A,1,0,2022-11-15 04:10:12.152574+00:00,aspancake,2022-11-15 04:10:12.152574+00:00,aspancake
R2233,M27,G47,43,T41,P33,T40,P63,P64,Drive,T41,N,N/A,12.0,N,N,Y,N,Other,N/A,0,0,2022-11-05 20:33:03.503994+00:00,aspancake,2022-11-05 20:33:03.503994+00:00,aspancake
R2561,M30,G55,2,T44,P67,T45,P70,P68,Drop,T44,N,N/A,11.0,Y,N,Y,N,Winner,P68,0,6,2022-11-15 04:10:03.698960+00:00,aspancake,2022-11-15 04:10:03.698960+00:00,aspancake
R2562,M30,G55,3,T44,P67,T45,P69,P67,Drive,T45,N,N/A,19.0,N,N,N,N,Error,P68,0,10,2022-11-15 04:10:04.128593+00:00,aspancake,2022-11-15 04:10:04.128593+00:00,aspancake
R2563,M30,G55,4,T45,P69,T44,P67,P69,Drop,T45,N,N/A,12.0,N,N,N,N,Error,P68,0,3,2022-11-15 04:10:04.796156+00:00,aspancake,2022-11-15 04:10:04.796156+00:00,aspancake
R2239,M27,G47,49,T40,P62,T41,P64,P62,Drop,T40,N,N/A,6.0,Y,N,Y,N,Other,N/A,0,0,2022-11-05 20:33:04.674348+00:00,aspancake,2022-11-05 20:33:04.674348+00:00,aspancake
R2240,M27,G47,50,T40,P62,T41,P33,P63,Drop,T40,N,N/A,8.0,N,N,N,N,Other,N/A,0,3,2022-11-05 20:33:04.866489+00:00,aspancake,2022-11-05 20:33:04.866489+00:00,aspancake
R2191,M27,G47,1,T40,P62,T41,P33,P62,Drop,T40,N,N/A,16.0,N,N,N,N,Error,P64,0,14,2022-11-05 20:32:46.706329+00:00,aspancake,2022-11-05 20:32:46.706329+00:00,aspancake
R2192,M27,G47,2,T40,P62,T41,P64,P62,Drop,T41,N,N/A,24.0,Y,N,Y,N,Winner,P64,1,17,2022-11-05 20:32:47.934847+00:00,aspancake,2022-11-05 20:32:47.934847+00:00,aspancake
R2194,M27,G47,4,T41,P33,T40,P62,P64,Drop,T40,N,N/A,5.0,N,Y,Y,Y,Error,P64,0,1,2022-11-05 20:32:51.090454+00:00,aspancake,2022-11-05 20:32:51.090454+00:00,aspancake
R2195,M27,G47,5,T41,P64,T40,P63,P64,Drive,T40,N,N/A,3.0,Y,Y,Y,Y,Unforced Error,P33,0,0,2022-11-05 20:32:51.600238+00:00,aspancake,2022-11-05 20:32:51.600238+00:00,aspancake
R2196,M27,G47,6,T40,P63,T41,P64,P63,Drop,T40,N,N/A,25.0,Y,N,Y,Y,Winner,P62,2,2,2022-11-05 20:32:51.902081+00:00,aspancake,2022-11-05 20:32:51.902081+00:00,aspancake
R2197,M27,G47,7,T40,P63,T41,P33,P63,Drop,T41,N,N/A,13.0,N,N,N,Y,Unforced Error,P63,0,9,2022-11-05 20:32:52.729864+00:00,aspancake,2022-11-05 20:32:52.729864+00:00,aspancake
R2198,M27,G47,8,T40,P62,T41,P64,P62,Drop,T41,N,N/A,5.0,N,N,N,Y,Error,P62,0,0,2022-11-05 20:32:53.155613+00:00,aspancake,2022-11-05 20:32:53.155613+00:00,aspancake
R2199,M27,G47,9,T41,P64,T40,P62,P33,Drop,T41,N,N/A,11.0,N,N,Y,N,Winner,P64,0,1,2022-11-05 20:32:53.362580+00:00,aspancake,2022-11-05 20:32:53.362580+00:00,aspancake
R2228,M27,G47,38,T40,N/A,T41,N/A,N/A,N/A,N/A,Y,T41,,N,N,N/A,N/A,N/A,N/A,0,0,2022-11-05 20:33:02.553349+00:00,aspancake,2022-11-05 20:33:02.553349+00:00,aspancake
R2235,M27,G47,45,T41,N/A,T40,N/A,N/A,N/A,N/A,Y,T40,,N,N,N/A,N/A,N/A,N/A,0,0,2022-11-05 20:33:04.043516+00:00,aspancake,2022-11-05 20:33:04.043516+00:00,aspancake
R2661,M31,G57,5,T47,P8,T46,P53,P8,Drop,T47,N,N/A,4.0,Y,Y,Y,N,Error,P53,0,0,2022-11-21 19:41:09.739322+00:00,aspancake,2022-11-21 19:41:09.739322+00:00,aspancake
R2663,M31,G57,7,T47,P72,T46,P53,P72,Drop,T47,N,N/A,7.0,N,Y,N,N,Winner,P8,0,1,2022-11-21 19:41:11.048309+00:00,aspancake,2022-11-21 19:41:11.048309+00:00,aspancake
R2665,M31,G57,9,T47,P72,T46,P53,P8,Drop,T46,N,N/A,7.0,N,Y,N,N,Error,P8,0,5,2022-11-21 19:41:12.570853+00:00,aspancake,2022-11-21 19:41:12.570853+00:00,aspancake
R2666,M31,G57,10,T46,P53,T47,P72,P71,Drop,T47,N,N/A,5.0,Y,N,N,N,Error,P53,0,0,2022-11-21 19:41:13.250300+00:00,aspancake,2022-11-21 19:41:13.250300+00:00,aspancake
R2668,M31,G57,12,T47,P72,T46,P53,P8,Drop,T47,N,N/A,6.0,N,Y,N,N,Error,P71,0,2,2022-11-21 19:41:14.525042+00:00,aspancake,2022-11-21 19:41:14.525042+00:00,aspancake
R2669,M31,G57,13,T47,P72,T46,P71,P72,Drive,T46,N,N/A,6.0,Y,Y,Y,N,Winner,P53,0,0,2022-11-21 19:41:15.154656+00:00,aspancake,2022-11-21 19:41:15.154656+00:00,aspancake
R2670,M31,G57,14,T47,P8,T46,P53,P8,Drop,T46,N,N/A,18.0,Y,Y,Y,N,Winner,P53,0,12,2022-11-21 19:41:15.769312+00:00,aspancake,2022-11-21 19:41:15.769312+00:00,aspancake
R2671,M31,G57,15,T46,P53,T47,P8,P53,Drive,T46,N,N/A,11.0,Y,Y,N,Y,Winner,P53,0,0,2022-11-21 19:41:17.341532+00:00,aspancake,2022-11-21 19:41:17.341532+00:00,aspancake
R2672,M31,G57,16,T46,P53,T47,P72,P71,Drive,T46,N,N/A,6.0,N,Y,Y,Y,Error,P72,0,0,2022-11-21 19:41:18.342626+00:00,aspancake,2022-11-21 19:41:18.342626+00:00,aspancake
R2673,M31,G57,17,T46,P53,T47,P8,P53,Drop,T47,N,N/A,21.0,Y,Y,N,Y,Error,P53,0,19,2022-11-21 19:41:18.937785+00:00,aspancake,2022-11-21 19:41:18.937785+00:00,aspancake
R2676,M31,G57,20,T46,P71,T47,P8,P53,Drive,T47,N,N/A,10.0,N,Y,Y,Y,Winner,P8,0,1,2022-11-21 19:41:23.389836+00:00,aspancake,2022-11-21 19:41:23.389836+00:00,aspancake
R2677,M31,G57,21,T47,P8,T46,P71,P72,Drop,T47,N,N/A,27.0,Y,N,Y,Y,Winner,P72,0,22,2022-11-21 19:41:24.317387+00:00,aspancake,2022-11-21 19:41:24.317387+00:00,aspancake
R2679,M31,G57,23,T47,P8,T46,P71,P72,Drop,T46,N,N/A,8.0,Y,N,Y,Y,Winner,P71,0,2,2022-11-21 19:41:27.053522+00:00,aspancake,2022-11-21 19:41:27.053522+00:00,aspancake
R2680,M31,G57,24,T47,P72,T46,P53,P72,Drop,T47,N,N/A,10.0,Y,N,Y,Y,Error,P53,0,5,2022-11-21 19:41:27.804084+00:00,aspancake,2022-11-21 19:41:27.804084+00:00,aspancake
R2681,M31,G57,25,T47,P72,T46,P71,P72,Drop,T47,N,N/A,9.0,N,N,N,Y,Winner,P72,0,3,2022-11-21 19:41:28.719757+00:00,aspancake,2022-11-21 19:41:28.719757+00:00,aspancake
R2682,M31,G57,26,T47,P72,T46,P53,P72,Drop,T47,N,N/A,10.0,Y,N,Y,Y,Error,P53,0,6,2022-11-21 19:41:29.542323+00:00,aspancake,2022-11-21 19:41:29.542323+00:00,aspancake
R2683,M31,G57,27,T47,P72,T46,P71,P72,Drive,T47,N,N/A,2.0,N,N,N,Y,Error,P71,0,0,2022-11-21 19:41:30.682542+00:00,aspancake,2022-11-21 19:41:30.682542+00:00,aspancake
R2202,M27,G47,12,T41,P64,T40,P63,P64,Drop,T41,N,N/A,7.0,N,N,N,N,Winner,P64,0,1,2022-11-05 20:32:54.121375+00:00,aspancake,2022-11-05 20:32:54.121375+00:00,aspancake
R2203,M27,G47,13,T41,P64,T40,P62,P64,Drop,T40,N,N/A,19.0,N,N,Y,N,Error,P64,2,6,2022-11-05 20:32:54.377610+00:00,aspancake,2022-11-05 20:32:54.377610+00:00,aspancake
R2205,M27,G47,15,T40,P62,T41,P64,P62,Drop,T41,N,N/A,7.0,N,N,N,Y,Unforced Error,P62,0,3,2022-11-05 20:32:55.226865+00:00,aspancake,2022-11-05 20:32:55.226865+00:00,aspancake
R2207,M27,G47,17,T40,P63,T41,P64,P62,Drop,T41,N,N/A,9.0,Y,N,Y,Y,Error,P63,0,7,2022-11-05 20:32:56.090467+00:00,aspancake,2022-11-05 20:32:56.090467+00:00,aspancake
R2208,M27,G47,18,T41,P64,T40,P63,P33,Drive,T40,N,N/A,3.0,N,Y,Y,Y,Unforced Error,P33,0,0,2022-11-05 20:32:56.391946+00:00,aspancake,2022-11-05 20:32:56.391946+00:00,aspancake
R2209,M27,G47,19,T41,P33,T40,P62,P33,Drop,T40,N,N/A,9.0,N,N,Y,Y,Error,P64,0,3,2022-11-05 20:32:56.565796+00:00,aspancake,2022-11-05 20:32:56.565796+00:00,aspancake
R2210,M27,G47,20,T40,P63,T41,P64,P63,Drop,T40,N,N/A,6.0,Y,N,Y,Y,Unforced Error,P33,0,4,2022-11-05 20:32:56.895024+00:00,aspancake,2022-11-05 20:32:56.895024+00:00,aspancake
R2211,M27,G47,21,T40,P63,T41,P33,P63,Drop,T40,N,N/A,9.0,N,N,N,Y,Winner,P63,0,1,2022-11-05 20:32:57.123728+00:00,aspancake,2022-11-05 20:32:57.123728+00:00,aspancake
R2212,M27,G47,22,T40,P63,T41,P64,P63,Drop,T41,N,N/A,5.0,Y,N,Y,Y,Error,P63,0,1,2022-11-05 20:32:57.435278+00:00,aspancake,2022-11-05 20:32:57.435278+00:00,aspancake
R2214,M27,G47,24,T40,P62,T41,P64,P63,Drop,T40,N,N/A,16.0,N,N,N,Y,Error,P64,0,12,2022-11-05 20:32:57.936136+00:00,aspancake,2022-11-05 20:32:57.936136+00:00,aspancake
R2215,M27,G47,25,T40,P62,T41,P33,P62,Drive,T41,N,N/A,9.0,Y,N,Y,Y,Unforced Error,P63,0,2,2022-11-05 20:32:58.594475+00:00,aspancake,2022-11-05 20:32:58.594475+00:00,aspancake
R2217,M27,G47,27,T41,P33,T40,P62,P64,Drop,T40,N,N/A,13.0,Y,Y,Y,Y,Error,P64,1,0,2022-11-05 20:32:59.133760+00:00,aspancake,2022-11-05 20:32:59.133760+00:00,aspancake
R2218,M27,G47,28,T40,P63,T41,P64,P62,Drop,T40,N,N/A,13.0,Y,N,Y,Y,Winner,P62,1,7,2022-11-05 20:32:59.609462+00:00,aspancake,2022-11-05 20:32:59.609462+00:00,aspancake
R2219,M27,G47,29,T40,P63,T41,P33,P62,Drop,T40,N,N/A,5.0,N,N,N,Y,Winner,P62,0,1,2022-11-05 20:33:00.131172+00:00,aspancake,2022-11-05 20:33:00.131172+00:00,aspancake
R2220,M27,G47,30,T40,P63,T41,P64,P62,Drop,T41,N,N/A,3.0,Y,N,Y,Y,Error,P62,0,0,2022-11-05 20:33:00.404728+00:00,aspancake,2022-11-05 20:33:00.404728+00:00,aspancake
R2222,M27,G47,32,T40,P62,T41,P64,P63,Drop,T41,N,N/A,9.0,N,N,N,Y,Error,P63,0,6,2022-11-05 20:33:00.743431+00:00,aspancake,2022-11-05 20:33:00.743431+00:00,aspancake
R2223,M27,G47,33,T41,P64,T40,P62,P64,Drive,T41,N,N/A,4.0,N,N,Y,N,Error,P63,0,0,2022-11-05 20:33:01.137035+00:00,aspancake,2022-11-05 20:33:01.137035+00:00,aspancake
R2224,M27,G47,34,T41,P64,T40,P63,P64,Drive,T41,N,N/A,4.0,N,N,N,N,Error,P63,0,0,2022-11-05 20:33:01.300659+00:00,aspancake,2022-11-05 20:33:01.300659+00:00,aspancake
R2225,M27,G47,35,T41,P64,T40,P62,P64,Drop,T40,N,N/A,23.0,N,N,Y,N,Error,P64,0,15,2022-11-05 20:33:01.501741+00:00,aspancake,2022-11-05 20:33:01.501741+00:00,aspancake
R2226,M27,G47,36,T41,P33,T40,P63,P64,Drive,T40,N,N/A,3.0,N,N,Y,N,Error,P64,0,0,2022-11-05 20:33:02.251522+00:00,aspancake,2022-11-05 20:33:02.251522+00:00,aspancake
R2227,M27,G47,37,T40,P62,T41,P64,P63,Drive,T40,N,N/A,4.0,N,N,N,Y,Error,P64,0,0,2022-11-05 20:33:02.388632+00:00,aspancake,2022-11-05 20:33:02.388632+00:00,aspancake
R2229,M27,G47,39,T40,P62,T41,P33,P62,Drop,T41,N,N/A,5.0,Y,N,Y,Y,Error,P62,0,0,2022-11-05 20:33:02.580985+00:00,aspancake,2022-11-05 20:33:02.580985+00:00,aspancake
R2230,M27,G47,40,T40,P63,T41,P64,P62,Drive,T40,N,N/A,5.0,Y,N,Y,Y,Winner,P63,0,0,2022-11-05 20:33:02.772639+00:00,aspancake,2022-11-05 20:33:02.772639+00:00,aspancake
R2231,M27,G47,41,T40,P63,T41,P33,P63,Drop,T41,N,N/A,12.0,N,N,N,Y,Winner,P33,0,1,2022-11-05 20:33:02.964985+00:00,aspancake,2022-11-05 20:33:02.964985+00:00,aspancake
R2232,M27,G47,42,T41,P64,T40,P62,P33,Drop,T40,N,N/A,3.0,N,N,Y,N,Error,P33,0,0,2022-11-05 20:33:03.366996+00:00,aspancake,2022-11-05 20:33:03.366996+00:00,aspancake
R2234,M27,G47,44,T41,P33,T40,P62,P64,Drive,T41,N,N/A,4.0,N,N,N,N,Unforced Error,P63,0,0,2022-11-05 20:33:03.878891+00:00,aspancake,2022-11-05 20:33:03.878891+00:00,aspancake
R2236,M27,G47,46,T41,P33,T40,P63,P64,Drive,T41,N,N/A,4.0,N,N,Y,N,Error,P63,0,0,2022-11-05 20:33:04.071394+00:00,aspancake,2022-11-05 20:33:04.071394+00:00,aspancake
R2237,M27,G47,47,T41,P33,T40,P62,P64,Drive,T40,N,N/A,5.0,N,N,N,N,Error,P33,0,0,2022-11-05 20:33:04.244714+00:00,aspancake,2022-11-05 20:33:04.244714+00:00,aspancake
R2238,M27,G47,48,T40,P62,T41,P33,P62,Drop,T40,N,N/A,5.0,N,N,N,N,Winner,P62,0,1,2022-11-05 20:33:04.436601+00:00,aspancake,2022-11-05 20:33:04.436601+00:00,aspancake
R2200,M27,G47,10,T41,P64,T40,P63,N/A,N/A,T41,N,N/A,2.0,N,N,N,N,Unforced Error,P63,0,0,2022-11-05 20:32:53.728208+00:00,aspancake,2022-11-05 20:32:53.728208+00:00,aspancake
R2243,M28,G48,3,T43,P66,T42,P65,P66,Drop,T42,N,N/A,6.0,N,N,N,Y,Other,N/A,0,0,2022-11-07 02:44:59.714867+00:00,aspancake,2022-11-07 02:44:59.714867+00:00,aspancake
R2591,M30,G55,32,T44,P68,T45,P69,P68,Drive,T45,N,N/A,5.0,Y,N,Y,N,Other,N/A,0,0,2022-11-15 04:10:14.787239+00:00,aspancake,2022-11-15 04:10:14.787239+00:00,aspancake
R2248,M28,G48,8,T42,P22,T43,P13,P65,Drive,T42,N,N/A,4.0,N,N,N,Y,Other,N/A,0,0,2022-11-07 02:45:01.589198+00:00,aspancake,2022-11-07 02:45:01.589198+00:00,aspancake
R2250,M28,G48,10,T42,P22,T43,P13,P22,Drop,T43,N,N/A,14.0,N,N,N,Y,Other,N/A,0,5,2022-11-07 02:45:01.963919+00:00,aspancake,2022-11-07 02:45:01.963919+00:00,aspancake
R2593,M30,G55,34,T45,P69,T44,P67,P69,Drop,T44,N,N/A,11.0,Y,N,Y,Y,Other,N/A,0,0,2022-11-15 04:10:15.362828+00:00,aspancake,2022-11-15 04:10:15.362828+00:00,aspancake
R2595,M30,G55,36,T44,P68,T45,P70,P67,Drive,T45,N,N/A,5.0,Y,N,Y,Y,Other,N/A,0,0,2022-11-15 04:10:16.303485+00:00,aspancake,2022-11-15 04:10:16.303485+00:00,aspancake
R2257,M28,G48,17,T43,P66,T42,P65,P66,Drop,T43,N,N/A,4.0,N,N,N,Y,Other,N/A,0,0,2022-11-07 02:45:04.478545+00:00,aspancake,2022-11-07 02:45:04.478545+00:00,aspancake
R2598,M30,G55,39,T44,N/A,T45,N/A,N/A,N/A,N/A,Y,T45,,N,N,N/A,N/A,N/A,N/A,0,0,2022-11-15 04:10:17.192515+00:00,aspancake,2022-11-15 04:10:17.192515+00:00,aspancake
R2260,M28,G48,20,T42,P65,T43,P13,P22,Drop,T43,N,N/A,5.0,N,N,Y,Y,Other,N/A,0,0,2022-11-07 02:45:05.282841+00:00,aspancake,2022-11-07 02:45:05.282841+00:00,aspancake
R2266,M28,G48,26,T42,P65,T43,P13,P65,Drive,T42,N,N/A,5.0,Y,N,Y,Y,Other,N/A,0,0,2022-11-07 02:45:07.321585+00:00,aspancake,2022-11-07 02:45:07.321585+00:00,aspancake
R2244,M28,G48,4,T43,P13,T42,P22,N/A,N/A,T43,N,N/A,2.0,N,N,N,Y,Error,P22,0,0,2022-11-07 02:44:59.934282+00:00,aspancake,2022-11-07 02:44:59.934282+00:00,aspancake
R2265,M28,G48,25,T42,P65,T43,P66,N/A,N/A,T42,N,N/A,2.0,N,N,N,Y,Error,P66,0,0,2022-11-07 02:45:07.193801+00:00,aspancake,2022-11-07 02:45:07.193801+00:00,aspancake
R2277,M28,G48,37,T42,P22,T43,P66,P22,Drop,T43,N,N/A,8.0,N,N,N,N,Other,N/A,0,0,2022-11-07 02:45:10.311390+00:00,aspancake,2022-11-07 02:45:10.311390+00:00,aspancake
R2241,M28,G48,1,T42,P22,T43,P66,P65,Drop,T42,N,N/A,4.0,N,N,N,N,Unforced Error,P13,0,0,2022-11-07 02:44:59.184502+00:00,aspancake,2022-11-07 02:44:59.184502+00:00,aspancake
R2242,M28,G48,2,T42,P22,T43,P13,P65,Drive,T43,N,N/A,5.0,N,N,Y,N,Error,P65,0,0,2022-11-07 02:44:59.487129+00:00,aspancake,2022-11-07 02:44:59.487129+00:00,aspancake
R2245,M28,G48,5,T43,P13,T42,P65,P13,Drive,T42,N,N/A,8.0,Y,N,Y,Y,Winner,P65,0,1,2022-11-07 02:45:00.535850+00:00,aspancake,2022-11-07 02:45:00.535850+00:00,aspancake
R2246,M28,G48,6,T42,P65,T43,P13,P65,Drop,T43,N,N/A,5.0,N,N,Y,Y,Error,P22,0,1,2022-11-07 02:45:00.985636+00:00,aspancake,2022-11-07 02:45:00.985636+00:00,aspancake
R2247,M28,G48,7,T42,P22,T43,P66,P65,Drop,T42,N,N/A,9.0,N,N,Y,Y,Winner,P65,0,5,2022-11-07 02:45:01.214410+00:00,aspancake,2022-11-07 02:45:01.214410+00:00,aspancake
R2249,M28,G48,9,T42,P22,T43,P66,P65,Drive,T42,N,N/A,3.0,N,N,Y,Y,Winner,P65,0,0,2022-11-07 02:45:01.771910+00:00,aspancake,2022-11-07 02:45:01.771910+00:00,aspancake
R2251,M28,G48,11,T43,P13,T42,P22,P13,Lob,T42,N,N/A,7.0,Y,N,Y,N,Error,P13,1,0,2022-11-07 02:45:02.494258+00:00,aspancake,2022-11-07 02:45:02.494258+00:00,aspancake
R2252,M28,G48,12,T43,P66,T42,P65,P66,Drive,T43,N,N/A,4.0,Y,N,Y,N,Error,P22,0,0,2022-11-07 02:45:02.814302+00:00,aspancake,2022-11-07 02:45:02.814302+00:00,aspancake
R2253,M28,G48,13,T43,P66,T42,P22,P13,Lob,T42,N,N/A,4.0,N,N,N,N,Winner,P65,1,0,2022-11-07 02:45:03.024526+00:00,aspancake,2022-11-07 02:45:03.024526+00:00,aspancake
R2254,M28,G48,14,T42,P22,T43,P66,P65,Drive,T43,N,N/A,17.0,N,N,N,N,Error,P22,0,7,2022-11-07 02:45:03.234768+00:00,aspancake,2022-11-07 02:45:03.234768+00:00,aspancake
R2255,M28,G48,15,T42,P65,T43,P13,P65,Drive,T42,N,N/A,4.0,N,N,N,N,Error,P66,0,0,2022-11-07 02:45:03.920512+00:00,aspancake,2022-11-07 02:45:03.920512+00:00,aspancake
R2256,M28,G48,16,T42,P65,T43,P66,P22,Drop,T43,N,N/A,9.0,N,N,Y,N,Error,P22,0,6,2022-11-07 02:45:04.121679+00:00,aspancake,2022-11-07 02:45:04.121679+00:00,aspancake
R2258,M28,G48,18,T43,P66,T42,P22,P13,Drive,T42,N,N/A,6.0,Y,N,Y,Y,Winner,P22,0,0,2022-11-07 02:45:04.680166+00:00,aspancake,2022-11-07 02:45:04.680166+00:00,aspancake
R2259,M28,G48,19,T43,P13,T42,P65,P13,Drive,T42,N,N/A,6.0,Y,N,Y,Y,Winner,P22,0,0,2022-11-07 02:45:05.008515+00:00,aspancake,2022-11-07 02:45:05.008515+00:00,aspancake
R2261,M28,G48,21,T42,P22,T43,P66,P22,Drop,T43,N,N/A,22.0,N,N,Y,Y,Winner,P13,0,12,2022-11-07 02:45:05.483914+00:00,aspancake,2022-11-07 02:45:05.483914+00:00,aspancake
R2262,M28,G48,22,T43,P13,T42,P65,P13,Drive,T42,N,N/A,9.0,Y,N,Y,Y,Error,P13,0,2,2022-11-07 02:45:06.315880+00:00,aspancake,2022-11-07 02:45:06.315880+00:00,aspancake
R2263,M28,G48,23,T43,P66,T42,P22,P13,Drop,T42,N,N/A,6.0,Y,N,Y,Y,Winner,P22,0,0,2022-11-07 02:45:06.709184+00:00,aspancake,2022-11-07 02:45:06.709184+00:00,aspancake
R2264,M28,G48,24,T42,P65,T43,P13,P65,Drop,T42,N,N/A,4.0,Y,N,Y,Y,Error,P13,0,2,2022-11-07 02:45:06.983383+00:00,aspancake,2022-11-07 02:45:06.983383+00:00,aspancake
R2267,M28,G48,27,T42,P65,T43,P66,P22,Drive,T43,N,N/A,3.0,N,N,N,Y,Error,P22,0,0,2022-11-07 02:45:07.513680+00:00,aspancake,2022-11-07 02:45:07.513680+00:00,aspancake
R2268,M28,G48,28,T42,P22,T43,P13,P65,Drop,T42,N,N/A,4.0,N,N,N,Y,Unforced Error,P13,0,0,2022-11-07 02:45:07.678284+00:00,aspancake,2022-11-07 02:45:07.678284+00:00,aspancake
R2269,M28,G48,29,T42,P22,T43,P66,P65,Drop,T43,N,N/A,9.0,Y,N,Y,Y,Error,P22,0,5,2022-11-07 02:45:07.925123+00:00,aspancake,2022-11-07 02:45:07.925123+00:00,aspancake
R2270,M28,G48,30,T43,P13,T42,P65,P66,Drop,T42,N,N/A,6.0,Y,N,Y,Y,Winner,P65,0,0,2022-11-07 02:45:08.345757+00:00,aspancake,2022-11-07 02:45:08.345757+00:00,aspancake
R2271,M28,G48,31,T43,P66,T42,P22,P13,Drop,T43,N,N/A,4.0,Y,N,Y,Y,Error,P22,0,2,2022-11-07 02:45:08.610864+00:00,aspancake,2022-11-07 02:45:08.610864+00:00,aspancake
R2272,M28,G48,32,T43,P66,T42,P65,P13,Drop,T43,N,N/A,4.0,N,N,N,Y,Unforced Error,P65,0,0,2022-11-07 02:45:08.793603+00:00,aspancake,2022-11-07 02:45:08.793603+00:00,aspancake
R2273,M28,G48,33,T43,P66,T42,P22,P66,Drop,T43,N,N/A,6.0,Y,N,Y,Y,Error,P22,0,2,2022-11-07 02:45:08.985934+00:00,aspancake,2022-11-07 02:45:08.985934+00:00,aspancake
R2274,M28,G48,34,T43,P66,T42,P65,P66,Drop,T42,N,N/A,12.0,N,N,N,Y,Winner,P65,0,8,2022-11-07 02:45:09.241667+00:00,aspancake,2022-11-07 02:45:09.241667+00:00,aspancake
R2609,M30,G55,50,T45,P69,T44,P67,P70,Drive,T45,N,N/A,4.0,N,N,N,N,Other,N/A,0,0,2022-11-15 04:10:20.743365+00:00,aspancake,2022-11-15 04:10:20.743365+00:00,aspancake
R2614,M30,G55,55,T44,P68,T45,P69,P68,Drop,T44,N,N/A,16.0,N,N,N,Y,Other,N/A,0,2,2022-11-15 04:10:21.950168+00:00,aspancake,2022-11-15 04:10:21.950168+00:00,aspancake
R2564,M30,G55,5,T45,P69,T44,P68,P69,Drive,T45,N,N/A,8.0,Y,N,Y,N,Error,P68,0,0,2022-11-15 04:10:05.289626+00:00,aspancake,2022-11-15 04:10:05.289626+00:00,aspancake
R2565,M30,G55,6,T45,P69,T44,P67,P70,Drive,T44,N,N/A,15.0,N,N,N,N,Error,P69,0,0,2022-11-15 04:10:05.609646+00:00,aspancake,2022-11-15 04:10:05.609646+00:00,aspancake
R2566,M30,G55,7,T45,P70,T44,P68,P69,Drop,T45,N,N/A,13.0,N,N,N,N,Winner,P69,0,0,2022-11-15 04:10:06.359371+00:00,aspancake,2022-11-15 04:10:06.359371+00:00,aspancake
R2567,M30,G55,8,T45,P70,T44,P67,P69,Drop,T44,N,N/A,11.0,Y,N,Y,N,Error,P69,0,4,2022-11-15 04:10:06.844009+00:00,aspancake,2022-11-15 04:10:06.844009+00:00,aspancake
R2569,M30,G55,10,T44,P68,T45,P69,P68,Drop,T45,N,N/A,5.0,N,N,N,Y,Error,P68,0,1,2022-11-15 04:10:07.502333+00:00,aspancake,2022-11-15 04:10:07.502333+00:00,aspancake
R2275,M28,G48,35,T42,P65,T43,P66,P65,Drive,T43,N,N/A,8.0,Y,N,Y,N,Winner,P13,0,0,2022-11-07 02:45:09.753730+00:00,aspancake,2022-11-07 02:45:09.753730+00:00,aspancake
R2276,M28,G48,36,T42,P22,T43,P13,P22,Drive,T42,N,N/A,4.0,Y,N,Y,N,Error,P66,0,0,2022-11-07 02:45:10.110253+00:00,aspancake,2022-11-07 02:45:10.110253+00:00,aspancake
R2278,M28,G48,38,T43,P66,T42,P22,P13,Drop,T42,N,N/A,6.0,N,N,N,N,Winner,P65,0,1,2022-11-07 02:45:10.603900+00:00,aspancake,2022-11-07 02:45:10.603900+00:00,aspancake
R2279,M28,G48,39,T43,P13,T42,P65,P13,Drop,T42,N,N/A,3.0,N,N,N,N,Error,P13,0,0,2022-11-07 02:45:10.887421+00:00,aspancake,2022-11-07 02:45:10.887421+00:00,aspancake
R2280,M28,G48,40,T42,P22,T43,P66,P22,Drop,T42,N,N/A,6.0,N,N,N,N,Error,P66,0,0,2022-11-07 02:45:11.051975+00:00,aspancake,2022-11-07 02:45:11.051975+00:00,aspancake
R2281,M28,G49,1,T42,P22,T43,P66,P65,Drop,T43,N,N/A,5.0,N,N,N,N,Other,N/A,0,0,2022-11-07 02:45:41.840684+00:00,aspancake,2022-11-07 02:45:41.840684+00:00,aspancake
